Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
TWTR_122019C22,60:29.21:10558698:8.65:0,60:29.34:9668295:8.65:0,60:29.05:15077365:7.05:26,86:29.08:9303232:7.05:0,86:28.89:13655509:7.05:0,86:29.25:12156794:7.05:0,86:29.49:14537556:7.05:0,86:29.17:14117068:7.05:0,86:29.79:24276137:7.85:37,123:0:0:7.85:0
TWTR_122019C23,96:29.21:10558698:7.0:0,96:29.34:9668295:7.0:0,96:29.05:15077365:7.0:0,96:29.08:9303232:7.0:0,96:28.89:13655509:7.0:0,96:29.25:12156794:7.0:0,96:29.49:14537556:7.0:0,96:29.17:14117068:7.0:0,96:29.79:24276137:7.0:0,96:0:0:7.0:0
TWTR_122019C24,399:29.21:10558698:5.15:0,399:29.34:9668295:5.4:10,399:29.05:15077365:5.1:67,465:29.08:9303232:5.18:2,466:28.89:13655509:5.18:0,466:29.25:12156794:5.4:10,469:29.49:14537556:5.64:7,568:29.17:14117068:5.3:100,668:29.79:24276137:6.5:2,668:0:0:6.5:0
TWTR_122019C25,386:29.21:10558698:4.44:1,386:29.34:9668295:4.39:10,391:29.05:15077365:4.3:10,401:29.08:9303232:4.16:10,401:28.89:13655509:4.0:115,514:29.25:12156794:4.4:21,522:29.49:14537556:4.15:9,542:29.17:14117068:4.1:246,787:29.79:24276137:5.05:19,804:0:0:5.05:39
TWTR_122019C26,527:29.21:10558698:3.31:0,527:29.34:9668295:3.31:0,527:29.05:15077365:3.31:0,527:29.08:9303232:3.3:3,530:28.89:13655509:3.15:43,573:29.25:12156794:3.38:28,586:29.49:14537556:3.38:0,596:29.17:14117068:3.18:10,588:29.79:24276137:4.22:101,U:0:0:U:U
TWTR_122019C27,585:29.21:10558698:2.69:219,494:29.34:9668295:2.72:65,500:29.05:15077365:2.49:112,521:29.08:9303232:2.48:3,520:28.89:13655509:2.37:119,565:29.25:12156794:2.55:164,674:29.49:14537556:2.81:49,676:29.17:14117068:2.36:44,689:29.79:24276137:2.99:109,733:0:0:3.2:6
TWTR_122019C28,1601:29.21:10558698:1.95:193,1569:29.34:9668295:1.97:114,1600:29.05:15077365:1.76:65,1618:29.08:9303232:1.74:58,1644:28.89:13655509:1.59:111,1713:29.25:12156794:1.77:160,1746:29.49:14537556:1.91:77,1911:29.17:14117068:1.72:257,1727:29.79:24276137:2.21:276,1700:0:0:2.36:194
TWTR_122019C29,1509:29.21:10558698:1.36:375,1684:29.34:9668295:1.36:256,1761:29.05:15077365:1.17:192,1848:29.08:9303232:1.15:266,2017:28.89:13655509:1.03:826,2123:29.25:12156794:1.18:776,2482:29.49:14537556:1.27:833,2590:29.17:14117068:1.1:875,2801:29.79:24276137:1.49:841,2755:0:0:1.62:736
TWTR_122019C30,6437:29.21:10558698:0.91:954,7074:29.34:9668295:0.89:1034,7527:29.05:15077365:0.74:2761,9005:29.08:9303232:0.72:1428,9364:28.89:13655509:0.65:2177,10814:29.25:12156794:0.7:4301,11220:29.49:14537556:0.79:3614,12348:29.17:14117068:0.67:1683,12606:29.79:24276137:1.01:7230,12380:0:0:1.06:2205
TWTR_122019C31,7671:29.21:10558698:0.58:376,7578:29.34:9668295:0.54:387,7650:29.05:15077365:0.44:645,7920:29.08:9303232:0.42:430,7783:28.89:13655509:0.38:503,7773:29.25:12156794:0.41:1132,8194:29.49:14537556:0.48:1467,8099:29.17:14117068:0.4:634,8025:29.79:24276137:0.63:2712,8271:0:0:0.65:3630
TWTR_122019C32,17026:29.21:10558698:0.37:879,17248:29.34:9668295:0.34:287,17352:29.05:15077365:0.27:1544,16981:29.08:9303232:0.25:849,16990:28.89:13655509:0.23:505,17043:29.25:12156794:0.24:2981,17378:29.49:14537556:0.29:1795,18068:29.17:14117068:0.24:696,18073:29.79:24276137:0.39:5928,17444:0:0:0.39:2547
TWTR_122019C33,6431:29.21:10558698:0.25:65,6452:29.34:9668295:0.23:210,6398:29.05:15077365:0.16:454,6330:29.08:9303232:0.15:141,6390:28.89:13655509:0.14:423,6418:29.25:12156794:0.14:448,6499:29.49:14537556:0.19:441,6680:29.17:14117068:0.14:1900,6931:29.79:24276137:0.24:611,6027:0:0:0.24:571
TWTR_122019C34,4460:29.21:10558698:0.17:1575,5985:29.34:9668295:0.14:688,6220:29.05:15077365:0.11:52,6236:29.08:9303232:0.1:42,6250:28.89:13655509:0.1:106,6309:29.25:12156794:0.09:162,6280:29.49:14537556:0.12:3136,8576:29.17:14117068:0.09:5159,8938:29.79:24276137:0.16:1217,6798:0:0:0.17:310
TWTR_122019C35,6341:29.21:10558698:0.12:177,6401:29.34:9668295:0.1:126,6395:29.05:15077365:0.08:759,6888:29.08:9303232:0.06:66,6899:28.89:13655509:0.07:901,7619:29.25:12156794:0.07:140,7687:29.49:14537556:0.1:268,7847:29.17:14117068:0.06:723,8197:29.79:24276137:0.1:709,U:0:0:U:U
TWTR_122019C36,1246:29.21:10558698:0.09:73,1226:29.34:9668295:0.07:10,1229:29.05:15077365:0.05:39,1223:29.08:9303232:0.05:3,1220:28.89:13655509:0.05:24,1207:29.25:12156794:0.05:109,1190:29.49:14537556:0.07:25,1190:29.17:14117068:0.04:2,1190:29.79:24276137:0.07:159,U:0:0:U:U
TWTR_122019C37,4097:29.21:10558698:0.06:47,4101:29.34:9668295:0.06:33,4109:29.05:15077365:0.03:6,4106:29.08:9303232:0.05:3,4104:28.89:13655509:0.04:4,4105:29.25:12156794:0.04:2,4105:29.49:14537556:0.04:58,4145:29.17:14117068:0.03:0,4145:29.79:24276137:0.08:12,U:0:0:U:U
TWTR_122019C38,1247:29.21:10558698:0.04:168,1405:29.34:9668295:0.05:1,1404:29.05:15077365:0.03:4,1402:29.08:9303232:0.03:2,1400:28.89:13655509:0.03:20,1400:29.25:12156794:0.04:4,1402:29.49:14537556:0.05:11,1413:29.17:14117068:0.03:9,1404:29.79:24276137:0.04:28,1404:0:0:0.04:6
TWTR_122019C39,2079:29.21:10558698:0.04:8,2078:29.34:9668295:0.03:20,2058:29.05:15077365:0.04:4,2058:29.08:9303232:0.02:3,2057:28.89:13655509:0.03:7,2058:29.25:12156794:0.03:2,2056:29.49:14537556:0.04:17,2052:29.17:14117068:0.04:0,2052:29.79:24276137:0.04:61,U:0:0:U:U
TWTR_122719C24.5,0:29.21:10558698:0.0:0,0:29.34:9668295:0.0:0,0:29.05:15077365:0.0:0,0:29.08:9303232:0.0:0,0:28.89:13655509:0.0:0,0:29.25:12156794:0.0:0,0:29.49:14537556:0.0:0,0:29.17:14117068:0.0:0,0:29.79:24276137:0.0:0,0:0:0:0.0:0
TWTR_122719C25,0:29.21:10558698:0.0:0,0:29.34:9668295:0.0:0,0:29.05:15077365:0.0:0,0:29.08:9303232:0.0:0,0:28.89:13655509:0.0:0,0:29.25:12156794:4.45:1,1:29.49:14537556:4.45:0,1:29.17:14117068:4.45:0,1:29.79:24276137:4.45:0,1:0:0:4.9:27
TWTR_122719C25.5,0:29.21:10558698:0.0:0,0:29.34:9668295:0.0:0,0:29.05:15077365:0.0:0,0:29.08:9303232:0.0:0,0:28.89:13655509:0.0:0,0:29.25:12156794:0.0:0,0:29.49:14537556:0.0:0,0:29.17:14117068:0.0:0,0:29.79:24276137:0.0:0,0:0:0:0.0:0
TWTR_122719C26,0:29.21:10558698:0.0:0,0:29.34:9668295:0.0:0,0:29.05:15077365:0.0:0,0:29.08:9303232:3.3:78,78:28.89:13655509:3.1:1,79:29.25:12156794:3.5:1,78:29.49:14537556:3.5:0,78:29.17:14117068:3.5:0,78:29.79:24276137:3.5:0,78:0:0:4.15:19
TWTR_122719C26.5,0:29.21:10558698:0.0:0,0:29.34:9668295:0.0:0,0:29.05:15077365:0.0:0,0:29.08:9303232:0.0:0,0:28.89:13655509:0.0:0,0:29.25:12156794:0.0:0,0:29.49:14537556:0.0:0,0:29.17:14117068:3.08:5,5:29.79:24276137:3.7:32,37:0:0:3.65:4
TWTR_122719C27,0:29.21:10558698:0.0:0,0:29.34:9668295:0.0:0,0:29.05:15077365:0.0:0,0:29.08:9303232:0.0:0,0:28.89:13655509:0.0:0,0:29.25:12156794:2.61:53,53:29.49:14537556:2.93:1,54:29.17:14117068:2.4:17,71:29.79:24276137:3.15:2,72:0:0:3.35:11
TWTR_122719C27.5,0:29.21:10558698:0.0:0,0:29.34:9668295:0.0:0,0:29.05:15077365:2.24:1,1:29.08:9303232:2.24:0,1:28.89:13655509:2.24:0,1:29.25:12156794:2.24:1,2:29.49:14537556:2.4:1,1:29.17:14117068:2.4:0,1:29.79:24276137:2.4:0,1:0:0:2.4:0
TWTR_122719C28,0:29.21:10558698:0.0:0,0:29.34:9668295:0.0:0,0:29.05:15077365:1.88:1,1:29.08:9303232:1.98:1,2:28.89:13655509:1.59:20,22:29.25:12156794:1.95:40,32:29.49:14537556:2.13:35,67:29.17:14117068:1.67:10,77:29.79:24276137:2.47:52,U:0:0:U:U
TWTR_122719C28.5,0:29.21:10558698:1.74:7,6:29.34:9668295:1.74:0,6:29.05:15077365:1.48:10,16:29.08:9303232:1.48:16,22:28.89:13655509:1.39:9,24:29.25:12156794:1.61:9,22:29.49:14537556:1.65:14,29:29.17:14117068:1.38:25,49:29.79:24276137:2.45:25,U:0:0:U:U
TWTR_122719C29,20:29.21:10558698:1.45:17,37:29.34:9668295:1.41:16,41:29.05:15077365:1.22:10,50:29.08:9303232:1.2:15,51:28.89:13655509:1.1:43,84:29.25:12156794:1.24:91,113:29.49:14537556:1.34:14,110:29.17:14117068:1.2:16,110:29.79:24276137:1.66:19,104:0:0:1.7:3
TWTR_122719C29.5,19:29.21:10558698:1.18:20,28:29.34:9668295:1.2:68,85:29.05:15077365:1.07:3,85:29.08:9303232:0.98:134,214:28.89:13655509:0.87:23,226:29.25:12156794:1.02:188,159:29.49:14537556:1.08:41,170:29.17:14117068:0.9:211,366:29.79:24276137:1.29:251,402:0:0:1.43:53
TWTR_122719C30,9:29.21:10558698:0.97:20,25:29.34:9668295:0.98:13,32:29.05:15077365:0.88:17,47:29.08:9303232:0.77:25,63:28.89:13655509:0.7:35,74:29.25:12156794:0.78:58,75:29.49:14537556:0.86:687,298:29.17:14117068:0.72:27,316:29.79:24276137:1.08:264,425:0:0:1.22:147
TWTR_122719C30.5,16:29.21:10558698:0.88:6,19:29.34:9668295:0.8:24,21:29.05:15077365:0.65:68,54:29.08:9303232:0.62:3,54:28.89:13655509:0.55:22,67:29.25:12156794:0.63:68,80:29.49:14537556:0.75:92,167:29.17:14117068:0.55:10,177:29.79:24276137:0.89:114,198:0:0:0.96:45
TWTR_122719C31,0:29.21:10558698:0.69:21,21:29.34:9668295:0.6:2,22:29.05:15077365:0.52:32,51:29.08:9303232:0.47:6,52:28.89:13655509:0.47:0,52:29.25:12156794:0.49:95,140:29.49:14537556:0.6:122,202:29.17:14117068:0.44:10,199:29.79:24276137:0.7:405,515:0:0:0.76:300
TWTR_122719C31.5,0:29.21:10558698:0.54:1,1:29.34:9668295:0.47:3,4:29.05:15077365:0.5:3,6:29.08:9303232:0.5:0,6:28.89:13655509:0.39:1,6:29.25:12156794:0.37:11,14:29.49:14537556:0.51:130,146:29.17:14117068:0.38:51,152:29.79:24276137:0.54:187,U:0:0:U:U
TWTR_122719C32,20:29.21:10558698:0.46:10,30:29.34:9668295:0.39:1,31:29.05:15077365:0.31:2,32:29.08:9303232:0.29:10,40:28.89:13655509:0.29:1,41:29.25:12156794:0.28:32,59:29.49:14537556:0.39:48,101:29.17:14117068:0.31:21,112:29.79:24276137:0.45:42,115:0:0:0.5:15
TWTR_122719C32.5,105:29.21:10558698:0.36:32,127:29.34:9668295:0.31:25,142:29.05:15077365:0.24:4,145:29.08:9303232:0.24:0,145:28.89:13655509:0.24:0,145:29.25:12156794:0.24:0,145:29.49:14537556:0.3:8,148:29.17:14117068:0.23:3,148:29.79:24276137:0.36:17,U:0:0:U:U
TWTR_122719C33,16:29.21:10558698:0.29:16,32:29.34:9668295:0.25:3,33:29.05:15077365:0.23:10,43:29.08:9303232:0.23:0,43:28.89:13655509:0.17:2,45:29.25:12156794:0.17:70,112:29.49:14537556:0.25:173,289:29.17:14117068:0.17:12,287:29.79:24276137:0.3:11,291:0:0:0.3:5
TWTR_122719C33.5,12:29.21:10558698:0.25:0,12:29.34:9668295:0.25:0,12:29.05:15077365:0.15:27,28:29.08:9303232:0.14:3,29:28.89:13655509:0.14:0,29:29.25:12156794:0.14:0,29:29.49:14537556:0.14:0,29:29.17:14117068:0.14:0,29:29.79:24276137:0.3:337,348:0:0:0.24:1
TWTR_122719C34,0:29.21:10558698:0.0:0,0:29.34:9668295:0.0:0,0:29.05:15077365:0.15:5,3:29.08:9303232:0.13:5,7:28.89:13655509:0.1:6,12:29.25:12156794:0.12:10,22:29.49:14537556:0.15:190,158:29.17:14117068:0.12:1,158:29.79:24276137:0.23:70,163:0:0:0.21:1
TWTR_011720C19,U,U,U,U,12:28.89:13655509:10.3:0,12:29.25:12156794:10.3:0,12:29.49:14537556:10.5:15,27:29.17:14117068:10.5:0,27:29.79:24276137:11.3:1,27:0:0:11.3:0
TWTR_011720C20,U,U,U,U,2675:28.89:13655509:9.3:0,2675:29.25:12156794:9.3:0,2675:29.49:14537556:9.68:152,2756:29.17:14117068:9.1:37,2748:29.79:24276137:10.3:7,U:0:0:U:U
TWTR_011720C21,U,U,U,U,132:28.89:13655509:8.15:20,152:29.25:12156794:8.15:0,152:29.49:14537556:8.15:0,152:29.17:14117068:8.15:0,152:29.79:24276137:8.15:0,152:0:0:8.95:33
TWTR_011720C22,U,U,U,U,1012:28.89:13655509:7.25:0,1012:29.25:12156794:7.5:15,1005:29.49:14537556:7.75:66,1043:29.17:14117068:7.15:96,1097:29.79:24276137:8.31:54,1090:0:0:8.31:0
TWTR_011720C23,U,U,U,U,249:28.89:13655509:6.06:20,269:29.25:12156794:6.59:50,299:29.49:14537556:6.59:0,299:29.17:14117068:6.5:10,309:29.79:24276137:6.9:15,324:0:0:7.05:7
TWTR_011720C24,U,U,U,U,769:28.89:13655509:5.2:109,873:29.25:12156794:5.25:3,876:29.49:14537556:5.82:55,981:29.17:14117068:5.25:6,983:29.79:24276137:6.0:178,1149:0:0:5.9:1
TWTR_011720C25,U,U,U,U,4088:28.89:13655509:4.3:125,4204:29.25:12156794:4.5:55,4205:29.49:14537556:4.85:132,4245:29.17:14117068:4.3:60,4256:29.79:24276137:5.26:170,U:0:0:U:U
TWTR_011720C26,U,U,U,U,434:28.89:13655509:3.45:22,445:29.25:12156794:3.7:13,456:29.49:14537556:3.8:15,461:29.17:14117068:3.5:7,468:29.79:24276137:4.6:59,517:0:0:4.35:84
TWTR_011720C27,U,U,U,U,1204:28.89:13655509:2.67:1,1205:29.25:12156794:2.92:52,1219:29.49:14537556:3.03:37,1230:29.17:14117068:2.69:624,1492:29.79:24276137:3.4:1219,2381:0:0:3.65:25
TWTR_011720C28,U,U,U,U,2535:28.89:13655509:1.98:125,2628:29.25:12156794:2.22:253,2800:29.49:14537556:2.3:123,2937:29.17:14117068:2.15:149,2976:29.79:24276137:2.64:1300,U:0:0:U:U
TWTR_011720C29,U,U,U,U,3803:28.89:13655509:1.5:201,3937:29.25:12156794:1.63:531,3982:29.49:14537556:1.7:315,4176:29.17:14117068:1.57:270,4337:29.79:24276137:2.05:744,4481:0:0:2.14:724
TWTR_011720C30,U,U,U,U,20587:28.89:13655509:1.09:1380,21604:29.25:12156794:1.19:1199,22262:29.49:14537556:1.25:2659,24450:29.17:14117068:1.16:1304,24644:29.79:24276137:1.55:5567,24052:0:0:1.61:2036
TWTR_011720C31,U,U,U,U,5519:28.89:13655509:0.78:473,5739:29.25:12156794:0.85:361,5675:29.49:14537556:0.89:795,6227:29.17:14117068:0.81:613,6442:29.79:24276137:1.16:6996,8771:0:0:1.19:1188
TWTR_011720C32,U,U,U,U,15700:28.89:13655509:0.55:783,16147:29.25:12156794:0.6:797,16196:29.49:14537556:0.63:793,16832:29.17:14117068:0.57:357,17080:29.79:24276137:0.86:4130,17504:0:0:0.87:2259
TWTR_011720C33,U,U,U,U,4069:28.89:13655509:0.38:463,4304:29.25:12156794:0.43:289,4407:29.49:14537556:0.45:323,4668:29.17:14117068:0.4:201,4658:29.79:24276137:0.62:2520,4654:0:0:0.65:209
TWTR_011720C34,U,U,U,U,7860:28.89:13655509:0.28:126,7893:29.25:12156794:0.3:309,7923:29.49:14537556:0.32:292,8013:29.17:14117068:0.29:809,8635:29.79:24276137:0.47:3601,9993:0:0:0.46:399
TWTR_011720C35,U,U,U,U,14847:28.89:13655509:0.21:228,14829:29.25:12156794:0.22:411,14976:29.49:14537556:0.23:715,15077:29.17:14117068:0.2:275,15093:29.79:24276137:0.35:4119,U:85.76:226077:U:U:0:0:U:U
TWTR_011720C36,U,U,U,U,2987:28.89:13655509:0.15:82,3017:29.25:12156794:0.15:53,3033:29.49:14537556:0.2:26,3039:29.17:14117068:0.14:23,3038:29.79:24276137:0.26:918,3168:0:0:0.25:237
TWTR_011720C37,U,U,U,U,10707:28.89:13655509:0.11:79,10744:29.25:12156794:0.12:5,10745:29.49:14537556:0.15:67,10765:29.17:14117068:0.11:29,10787:29.79:24276137:0.18:1557,11908:0:0:0.19:3
TWTR_011720C38,U,U,U,U,7959:28.89:13655509:0.08:14,7961:29.25:12156794:0.09:34,7964:29.49:14537556:0.1:114,8018:29.17:14117068:0.08:32,7990:29.79:24276137:0.15:271,U:0:0:U:U
TWTR_112219C21,U,U,U,U,0:28.89:13655509:0.0:0,0:29.25:12156794:0.0:0,0:29.49:14537556:0.0:0,0:29.17:14117068:0.0:0,0:29.79:24276137:0.0:0,0:0:0:0.0:0
TWTR_112919C21,U,U,U,U,0:28.89:13655509:0.0:0,0:29.25:12156794:0.0:0,0:29.49:14537556:0.0:0,0:29.17:14117068:0.0:0,0:29.79:24276137:0.0:0,U:0:0:U:U
TWTR_120619C21,U,U,U,U,0:28.89:13655509:8.01:0,0:29.25:12156794:8.01:0,0:29.49:14537556:8.01:0,0:29.17:14117068:8.01:0,0:29.79:24276137:8.01:0,0:0:0:8.01:0
TWTR_121319C24,U,U,U,U,129:28.89:13655509:5.9:0,129:29.25:12156794:5.9:0,129:29.49:14537556:5.9:0,129:29.17:14117068:5.9:0,129:29.79:24276137:5.9:0,129:0:0:5.9:0
TWTR_122019C19,U,U,U,U,15:28.89:13655509:11.25:0,15:29.25:12156794:11.25:0,15:29.49:14537556:11.25:0,15:29.17:14117068:11.25:0,15:29.79:24276137:11.25:0,15:0:0:11.25:0
TWTR_122719C24,U,U,U,U,30:28.89:13655509:4.9:29,59:29.25:12156794:4.9:0,59:29.49:14537556:4.9:0,59:29.17:14117068:4.9:0,59:29.79:24276137:4.9:0,59:0:0:4.9:0
TWTR_011720C39,U,U,U,U,U,2618:29.25:12156794:0.06:105,2648:29.49:14537556:0.08:13,2662:29.17:14117068:0.06:63,2650:29.79:24276137:0.11:907,2911:0:0:0.11:37
TWTR_122019C24.5,U,U,U,U,U,U,0:29.49:14537556:0.0:0,0:29.17:14117068:4.85:10,10:29.79:24276137:5.3:10,U:0:0:U:U
TWTR_122019C25.5,U,U,U,U,U,U,0:29.49:14537556:4.05:63,63:29.17:14117068:4.05:55,118:29.79:24276137:4.05:0,118:0:0:4.05:0
TWTR_122019C26.5,U,U,U,U,U,U,0:29.49:14537556:0.0:0,0:29.17:14117068:0.0:0,0:29.79:24276137:3.65:61,U:0:0:U:U
TWTR_122019C27.5,U,U,U,U,U,U,0:29.49:14537556:2.5:1,1:29.17:14117068:2.26:10,10:29.79:24276137:3.0:17,26:0:0:2.62:1
TWTR_122019C28.5,U,U,U,U,U,U,0:29.49:14537556:1.72:3,27:29.17:14117068:1.29:23,48:29.79:24276137:2.03:25,49:0:0:2.06:46
TWTR_122019C29.5,U,U,U,U,U,U,0:29.49:14537556:1.01:143,861:29.17:14117068:0.85:455,1087:29.79:24276137:1.25:673,1199:0:0:1.32:168
TWTR_122019C30.5,U,U,U,U,U,U,0:29.49:14537556:0.6:245,227:29.17:14117068:0.47:77,266:29.79:24276137:0.79:1540,1032:0:0:0.88:744
TWTR_122019C31.5,U,U,U,U,U,U,0:29.49:14537556:0.42:168,144:29.17:14117068:0.3:18,146:29.79:24276137:0.49:1257,517:0:0:0.52:424
TWTR_122019C32.5,U,U,U,U,U,U,0:29.49:14537556:0.27:54,79:29.17:14117068:0.15:11,89:29.79:24276137:0.29:1489,1258:0:0:0.32:179
TWTR_122019C33.5,U,U,U,U,U,U,0:29.49:14537556:0.18:48,37:29.17:14117068:0.12:23,60:29.79:24276137:0.2:132,147:0:0:0.21:154
TWTR_010320C27,U,U,U,U,U,U,U,U,0:29.79:24276137:0.0:0,0:0:0:0.0:0
TWTR_010320C31,U,U,U,U,U,U,U,U,0:29.79:24276137:0.88:148,142:0:0:0.88:12
TWTR_010320C26.5,U,U,U,U,U,U,U,U,0:29.79:24276137:0.0:0,0:0:0:0.0:0
TWTR_010320C33,U,U,U,U,U,U,U,U,0:29.79:24276137:0.0:0,0:0:0:0.41:103
TWTR_112219C34.5,U,U,U,U,U,U,U,U,55:29.79:24276137:0.01:2,57:0:0:0.01:0
TWTR_010320C32.5,U,U,U,U,U,U,U,U,0:29.79:24276137:0.5:6,6:0:0:0.52:130
TWTR_010320C34.5,U,U,U,U,U,U,U,U,0:29.79:24276137:0.22:10,8:0:0:0.21:6
TWTR_010320C29,U,U,U,U,U,U,U,U,0:29.79:24276137:2.05:77,U:0:0:U:U
TWTR_010320C29.5,U,U,U,U,U,U,U,U,0:29.79:24276137:0.0:0,0:0:0:1.52:31
TWTR_122719C34.5,U,U,U,U,U,U,U,U,17:29.79:24276137:0.16:2,19:0:0:0.18:108
TWTR_010320C34,U,U,U,U,U,U,U,U,0:29.79:24276137:0.28:27,27:0:0:0.22:16
TWTR_010320C26,U,U,U,U,U,U,U,U,0:29.79:24276137:0.0:0,0:0:0:0.0:0
TWTR_010320C30,U,U,U,U,U,U,U,U,0:29.79:24276137:1.24:17,17:0:0:1.28:56
TWTR_121319C34.5,U,U,U,U,U,U,U,U,1:29.79:24276137:0.07:13,13:0:0:0.07:0
TWTR_010320C27.5,U,U,U,U,U,U,U,U,0:29.79:24276137:0.0:0,0:0:0:0.0:0
TWTR_112919C34.5,U,U,U,U,U,U,U,U,82:29.79:24276137:0.04:3,U:0:0:U:U
TWTR_010320C33.5,U,U,U,U,U,U,U,U,0:29.79:24276137:0.45:2,2:0:0:0.33:1
TWTR_010320C32,U,U,U,U,U,U,U,U,0:29.79:24276137:0.82:1,1:0:0:0.62:122
TWTR_010320C31.5,U,U,U,U,U,U,U,U,0:29.79:24276137:0.82:1,1:0:0:0.75:6
TWTR_120619C34.5,U,U,U,U,U,U,U,U,19:29.79:24276137:0.06:1,20:0:0:0.06:0
TWTR_010320C25,U,U,U,U,U,U,U,U,0:29.79:24276137:0.0:0,0:0:0:0.0:0
TWTR_010320C28.5,U,U,U,U,U,U,U,U,0:29.79:24276137:1.93:1,1:0:0:2.28:3
TWTR_010320C25.5,U,U,U,U,U,U,U,U,0:29.79:24276137:0.0:0,0:0:0:0.0:0
TWTR_122019C34.5,U,U,U,U,U,U,U,U,21:29.79:24276137:0.13:1937,1908:0:0:0.12:42
TWTR_010320C30.5,U,U,U,U,U,U,U,U,0:29.79:24276137:1.09:15,U:0:0:U:U
TWTR_010320C28,U,U,U,U,U,U,U,U,0:29.79:24276137:0.0:0,U:0:0:U:U
