Symbol,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
GLD_122019P135,15257:137.06:7038053:0.96:4803,17006:137.43:6431697:0.78:978,16709:137.98:8779770:0.6:174,16737:138.56:5194061:0.47:609,16981:138.21:9545221:0.47:920,16464:138.62:5722188:0.39:524,16736:138.76:4963627:0.31:218,16724:138.0:4196689:0.45:5090,[21321:137.74:3620276:0.47:95
GLD_122019P136,16320:137.06:7038053:1.32:2417,16379:137.43:6431697:1.11:2036,15399:137.98:8779770:0.87:5582,20889:138.56:5194061:0.68:3690,18349:138.21:9545221:0.73:492,18263:138.62:5722188:0.59:649,18307:138.76:4963627:0.51:188,18337:138.0:4196689:0.68:1839,[19207:137.74:3620276:0.73:332
GLD_122019P137,37502:137.06:7038053:1.79:1776,37648:137.43:6431697:1.52:2382,39700:137.98:8779770:1.22:2289,38266:138.56:5194061:1.03:450,38304:138.21:9545221:1.07:677,38238:138.62:5722188:0.86:107,39280:138.76:4963627:0.77:1106,39925:138.0:4196689:1.04:842,[40253:137.74:3620276:1.12:4959
GLD_122019P138,29672:137.06:7038053:2.34:872,29910:137.43:6431697:2.05:733,30329:137.98:8779770:1.73:487,30316:138.56:5194061:1.44:268,30331:138.21:9545221:1.5:450,30388:138.62:5722188:1.26:427,30569:138.76:4963627:1.2:843,30637:138.0:4196689:1.47:2242,[31174:137.74:3620276:1.6:829
GLD_122019P139,4828:137.06:7038053:2.86:473,4626:137.43:6431697:2.65:391,4737:137.98:8779770:2.32:314,4761:138.56:5194061:1.95:116,4822:138.21:9545221:2.08:242,4871:138.62:5722188:1.79:1010,5613:138.76:4963627:1.66:406,5823:138.0:4196689:2.07:258,[5683:137.74:3620276:2.14:102
GLD_122019P140,16608:137.06:7038053:3.71:215,16573:137.43:6431697:3.37:126,16550:137.98:8779770:2.94:156,16536:138.56:5194061:2.56:193,16598:138.21:9545221:2.71:96,16561:138.62:5722188:2.41:99,16485:138.76:4963627:2.4:234,16527:138.0:4196689:2.75:58,[16521:137.74:3620276:2.88:152
GLD_122019P141,14714:137.06:7038053:4.49:43,14712:137.43:6431697:4.07:20,14699:137.98:8779770:3.77:33,14724:138.56:5194061:3.22:14,14726:138.21:9545221:3.45:25,14730:138.62:5722188:3.15:19,14721:138.76:4963627:2.99:12,14716:138.0:4196689:3.35:57,[14734:137.74:3620276:3.62:24
GLD_122019P142,3127:137.06:7038053:5.27:13,3134:137.43:6431697:4.82:20,3148:137.98:8779770:4.55:30,3169:138.56:5194061:3.9:16,3170:138.21:9545221:4.32:4,3174:138.62:5722188:4.1:2,3169:138.76:4963627:3.75:8,3172:138.0:4196689:4.4:11,[3169:137.74:3620276:4.45:2
GLD_122019P143,3972:137.06:7038053:6.1:13,3968:137.43:6431697:5.9:110,3931:137.98:8779770:5.57:1,3932:138.56:5194061:5.05:2,3930:138.21:9545221:5.05:0,3930:138.62:5722188:4.74:1,3926:138.76:4963627:4.69:2,3926:138.0:4196689:5.37:13,3917:137.74:3620276:5.39:13
GLD_122019P144,1618:137.06:7038053:6.99:6,1623:137.43:6431697:6.67:6,1623:137.98:8779770:6.1:8,1623:138.56:5194061:5.85:1,1622:138.21:9545221:6.07:3,1625:138.62:5722188:5.9:3,1621:138.76:4963627:5.65:13,1608:138.0:4196689:6.25:13,1597:137.74:3620276:6.0:1
GLD_122019P145,1275:137.06:7038053:7.9:21,1264:137.43:6431697:7.69:175,1121:137.98:8779770:7.43:1,1121:138.56:5194061:6.5:16,1120:138.21:9545221:7.0:5,1120:138.62:5722188:6.7:1,1120:138.76:4963627:6.82:2,1120:138.0:4196689:6.75:1,1119:137.74:3620276:7.19:5
GLD_122019P146,824:137.06:7038053:9.03:22,833:137.43:6431697:8.65:6,828:137.98:8779770:8.65:0,828:138.56:5194061:8.65:0,828:138.21:9545221:8.65:0,828:138.62:5722188:7.61:1,828:138.76:4963627:7.18:14,818:138.0:4196689:7.18:0,818:137.74:3620276:7.18:0
GLD_122019P147,1768:137.06:7038053:8.95:0,1768:137.43:6431697:10.2:14,1758:137.98:8779770:10.2:0,1758:138.56:5194061:10.2:0,1758:138.21:9545221:10.2:0,1758:138.62:5722188:10.2:0,1758:138.76:4963627:10.2:0,1758:138.0:4196689:8.8:3,1758:137.74:3620276:8.8:0
GLD_122719P130,0:137.06:7038053:0.22:13,13:137.43:6431697:0.18:13,26:137.98:8779770:0.18:0,26:138.56:5194061:0.11:5,31:138.21:9545221:0.09:12,43:138.62:5722188:0.07:2,50:138.76:4963627:0.08:0,50:138.0:4196689:0.08:0,50:137.74:3620276:0.08:0
GLD_122719P133,0:137.06:7038053:0.5:9,15:137.43:6431697:0.58:22,31:137.98:8779770:0.34:13,44:138.56:5194061:0.25:5,49:138.21:9545221:0.21:10,49:138.62:5722188:0.21:13,60:138.76:4963627:0.17:10,50:138.0:4196689:0.2:1,[51:137.74:3620276:0.2:0
GLD_122719P133.5,1:137.06:7038053:0.61:1,2:137.43:6431697:0.66:1,2:137.98:8779770:0.42:5,6:138.56:5194061:0.42:0,6:138.21:9545221:0.42:0,6:138.62:5722188:0.25:25,31:138.76:4963627:0.22:0,31:138.0:4196689:0.28:1,[32:137.74:3620276:0.25:1
GLD_122719P134,2:137.06:7038053:0.76:7,19:137.43:6431697:0.76:0,19:137.98:8779770:0.49:5,21:138.56:5194061:0.33:7,24:138.21:9545221:0.35:26,49:138.62:5722188:0.29:10,49:138.76:4963627:0.29:1,49:138.0:4196689:0.29:0,[49:137.74:3620276:0.29:0
GLD_122719P134.5,3:137.06:7038053:0.82:7,8:137.43:6431697:0.83:2,8:137.98:8779770:0.52:11,16:138.56:5194061:0.42:1,16:138.21:9545221:0.41:2,17:138.62:5722188:0.35:10,26:138.76:4963627:0.35:0,26:138.0:4196689:0.42:2,[27:137.74:3620276:0.42:2
GLD_122719P135,0:137.06:7038053:0.97:10,32:137.43:6431697:0.86:26,58:137.98:8779770:0.61:18,63:138.56:5194061:0.5:42,62:138.21:9545221:0.52:36,81:138.62:5722188:0.44:15,96:138.76:4963627:0.46:1,96:138.0:4196689:0.52:2,[97:137.74:3620276:0.53:12
GLD_122719P135.5,0:137.06:7038053:0.96:1,2:137.43:6431697:1.19:5,4:137.98:8779770:0.8:60,63:138.56:5194061:0.62:11,71:138.21:9545221:0.62:0,71:138.62:5722188:0.54:1,82:138.76:4963627:0.5:0,82:138.0:4196689:0.53:17,[99:137.74:3620276:0.65:27
GLD_122719P136,0:137.06:7038053:1.35:7,8:137.43:6431697:1.18:6,12:137.98:8779770:0.89:24,32:138.56:5194061:0.71:8,37:138.21:9545221:0.77:35,65:138.62:5722188:0.66:5,71:138.76:4963627:0.62:11,72:138.0:4196689:0.76:11,[73:137.74:3620276:0.8:2
GLD_122719P136.5,0:137.06:7038053:1.9:23,14:137.43:6431697:1.71:10,21:137.98:8779770:1.71:0,21:138.56:5194061:0.88:17,21:138.21:9545221:0.93:27,45:138.62:5722188:0.79:2,53:138.76:4963627:0.77:10,43:138.0:4196689:0.91:1,[43:137.74:3620276:0.99:10
GLD_122719P137,10:137.06:7038053:1.77:11,15:137.43:6431697:1.63:131,124:137.98:8779770:1.24:9,116:138.56:5194061:1.07:6,114:138.21:9545221:1.15:29,125:138.62:5722188:0.95:15,114:138.76:4963627:0.85:16,124:138.0:4196689:0.92:1,[124:137.74:3620276:1.08:8
GLD_122719P137.5,0:137.06:7038053:1.87:1,27:137.43:6431697:1.81:54,78:137.98:8779770:1.62:3,77:138.56:5194061:1.25:7,84:138.21:9545221:1.46:1,84:138.62:5722188:1.46:0,84:138.76:4963627:1.27:0,84:138.0:4196689:1.28:2,[85:137.74:3620276:1.27:1
GLD_122719P138,0:137.06:7038053:2.29:9,8:137.43:6431697:2.05:212,220:137.98:8779770:1.82:10,228:138.56:5194061:1.41:11,224:138.21:9545221:1.59:10,224:138.62:5722188:1.59:0,224:138.76:4963627:1.59:0,254:138.0:4196689:1.41:2,[255:137.74:3620276:1.69:41
GLD_122719P138.5,0:137.06:7038053:2.59:1,2:137.43:6431697:2.59:0,2:137.98:8779770:2.1:2,4:138.56:5194061:1.76:13,17:138.21:9545221:1.88:1,17:138.62:5722188:1.62:12,35:138.76:4963627:1.49:11,25:138.0:4196689:1.77:2,[26:137.74:3620276:1.77:0
GLD_122719P139,3:137.06:7038053:2.72:0,4:137.43:6431697:3.1:1,4:137.98:8779770:2.4:11,15:138.56:5194061:2.4:0,15:138.21:9545221:2.09:5,20:138.62:5722188:2.09:0,30:138.76:4963627:1.87:21,30:138.0:4196689:2.21:12,[31:137.74:3620276:2.21:0
GLD_122719P139.5,0:137.06:7038053:3.69:1,1:137.43:6431697:3.69:0,1:137.98:8779770:3.69:0,1:138.56:5194061:3.69:0,1:138.21:9545221:3.69:0,1:138.62:5722188:3.69:0,10:138.76:4963627:2.09:0,10:138.0:4196689:2.09:0,[10:137.74:3620276:2.09:0
GLD_122719P140,0:137.06:7038053:3.55:0,3:137.43:6431697:3.89:1,4:137.98:8779770:3.19:4,8:138.56:5194061:3.19:0,8:138.21:9545221:2.87:10,18:138.62:5722188:2.87:0,18:138.76:4963627:2.7:74,84:138.0:4196689:2.57:1,[85:137.74:3620276:2.57:0
GLD_122719P140.5,2:137.06:7038053:3.8:0,12:137.43:6431697:3.8:0,12:137.98:8779770:3.8:0,12:138.56:5194061:3.8:0,12:138.21:9545221:3.15:7,19:138.62:5722188:2.89:10,19:138.76:4963627:2.89:0,19:138.0:4196689:2.89:0,[19:137.74:3620276:2.89:0
GLD_122719P141,0:137.06:7038053:4.82:5,5:137.43:6431697:4.57:6,11:137.98:8779770:4.57:0,11:138.56:5194061:3.53:2,13:138.21:9545221:3.63:10,19:138.62:5722188:3.63:0,19:138.76:4963627:3.63:0,19:138.0:4196689:3.63:0,[19:137.74:3620276:3.63:0
GLD_122719P141.5,10:137.06:7038053:4.7:0,20:137.43:6431697:5.2:10,30:137.98:8779770:5.2:0,30:138.56:5194061:5.2:0,30:138.21:9545221:5.2:0,30:138.62:5722188:3.85:2,31:138.76:4963627:3.85:0,31:138.0:4196689:3.85:0,[31:137.74:3620276:3.85:0
GLD_122719P142,1:137.06:7038053:4.45:0,1:137.43:6431697:4.45:0,1:137.98:8779770:4.45:0,1:138.56:5194061:4.45:0,1:138.21:9545221:4.45:0,1:138.62:5722188:4.45:0,1:138.76:4963627:4.45:0,1:138.0:4196689:4.5:2,[3:137.74:3620276:4.5:0
GLD_123119P128,551:137.06:7038053:0.14:5,556:137.43:6431697:0.14:1,557:137.98:8779770:0.14:0,557:138.56:5194061:0.14:0,557:138.21:9545221:0.14:0,557:138.62:5722188:0.14:0,558:138.76:4963627:0.05:10,558:138.0:4196689:0.05:3,[555:137.74:3620276:0.05:0
GLD_123119P129,621:137.06:7038053:0.22:6,630:137.43:6431697:0.2:2,632:137.98:8779770:0.11:6,630:138.56:5194061:0.11:0,630:138.21:9545221:0.11:0,630:138.62:5722188:0.08:18,648:138.76:4963627:0.08:0,648:138.0:4196689:0.08:0,[648:137.74:3620276:0.08:0
GLD_123119P130,1429:137.06:7038053:0.28:225,1490:137.43:6431697:0.25:2080,3500:137.98:8779770:0.25:0,3500:138.56:5194061:0.11:5,3500:138.21:9545221:0.11:1,3501:138.62:5722188:0.1:7,3506:138.76:4963627:0.07:80,3505:138.0:4196689:0.07:0,[3505:137.74:3620276:0.09:73
GLD_123119P131,1508:137.06:7038053:0.28:6,1541:137.43:6431697:0.28:16,1530:137.98:8779770:0.28:0,1530:138.56:5194061:0.14:1,1530:138.21:9545221:0.14:0,1530:138.62:5722188:0.11:3,1531:138.76:4963627:0.1:18,1536:138.0:4196689:0.13:6,[1530:137.74:3620276:0.13:0
GLD_123119P132,643:137.06:7038053:0.39:82,619:137.43:6431697:0.35:85,594:137.98:8779770:0.24:10,604:138.56:5194061:0.2:13,617:138.21:9545221:0.18:1,617:138.62:5722188:0.16:8,649:138.76:4963627:0.13:8,651:138.0:4196689:0.13:0,[651:137.74:3620276:0.16:6
GLD_123119P133,2848:137.06:7038053:0.55:291,2915:137.43:6431697:0.6:6,2919:137.98:8779770:0.35:1,2919:138.56:5194061:0.35:0,2919:138.21:9545221:0.35:0,2919:138.62:5722188:0.23:5,2908:138.76:4963627:0.19:10,2908:138.0:4196689:0.19:0,[2908:137.74:3620276:0.25:3
GLD_123119P134,1335:137.06:7038053:0.73:15,1340:137.43:6431697:0.94:6,1339:137.98:8779770:0.48:10,1336:138.56:5194061:0.38:9,1341:138.21:9545221:0.41:11,1349:138.62:5722188:0.32:14,1362:138.76:4963627:0.26:3,1363:138.0:4196689:0.35:14,[1367:137.74:3620276:0.39:53
GLD_123119P135,3986:137.06:7038053:1.0:8352,12213:137.43:6431697:0.87:1485,13037:137.98:8779770:0.75:13,13030:138.56:5194061:0.52:3,13030:138.21:9545221:0.55:41,13070:138.62:5722188:0.47:84,13150:138.76:4963627:0.43:11,13152:138.0:4196689:0.49:38,[13140:137.74:3620276:0.59:23
GLD_123119P136,1309:137.06:7038053:1.42:405,1690:137.43:6431697:1.28:193,1772:137.98:8779770:1.08:14,1776:138.56:5194061:0.8:4,1776:138.21:9545221:0.84:46,1779:138.62:5722188:0.7:20,1800:138.76:4963627:0.61:13,1802:138.0:4196689:0.81:12,[1806:137.74:3620276:0.73:10
GLD_123119P137,1446:137.06:7038053:1.83:175,1510:137.43:6431697:1.65:700,1962:137.98:8779770:1.35:19,1957:138.56:5194061:1.1:7,1951:138.21:9545221:1.16:7,1948:138.62:5722188:1.01:18,1953:138.76:4963627:0.9:70,1912:138.0:4196689:1.09:1,[1912:137.74:3620276:1.25:8
GLD_123119P138,2832:137.06:7038053:2.34:153,2977:137.43:6431697:2.43:36,2982:137.98:8779770:1.74:12,2988:138.56:5194061:1.46:48,2992:138.21:9545221:1.63:16,2992:138.62:5722188:1.42:4,3017:138.76:4963627:1.42:15,3025:138.0:4196689:1.65:8,[3032:137.74:3620276:1.73:79
GLD_123119P139,2843:137.06:7038053:2.98:2,2843:137.43:6431697:2.79:10,2843:137.98:8779770:2.43:20,2843:138.56:5194061:1.98:27,2843:138.21:9545221:2.16:15,2843:138.62:5722188:1.93:7,2849:138.76:4963627:1.98:28,2870:138.0:4196689:2.28:35,[2870:137.74:3620276:2.12:36
GLD_123119P140,1368:137.06:7038053:3.95:28,1352:137.43:6431697:3.85:32,1365:137.98:8779770:3.25:12,1364:138.56:5194061:2.66:3,1365:138.21:9545221:2.66:0,1365:138.62:5722188:2.53:51,1347:138.76:4963627:2.43:59,1348:138.0:4196689:2.43:0,[1348:137.74:3620276:3.0:120
GLD_123119P141,6163:137.06:7038053:4.8:4004,10158:137.43:6431697:4.45:32,6158:137.98:8779770:4.45:0,6158:138.56:5194061:3.6:15,6173:138.21:9545221:3.6:0,6173:138.62:5722188:3.6:0,6173:138.76:4963627:3.6:0,6173:138.0:4196689:3.6:0,[6173:137.74:3620276:3.7:1
GLD_123119P142,601:137.06:7038053:5.44:4,603:137.43:6431697:5.05:12,613:137.98:8779770:5.05:0,613:138.56:5194061:5.05:0,613:138.21:9545221:4.32:2,613:138.62:5722188:4.0:3,613:138.76:4963627:3.95:17,618:138.0:4196689:3.95:0,[618:137.74:3620276:4.5:10
GLD_123119P143,556:137.06:7038053:6.3:2,554:137.43:6431697:6.97:1,554:137.98:8779770:5.65:10,554:138.56:5194061:5.65:0,554:138.21:9545221:5.25:2,554:138.62:5722188:4.85:3,554:138.76:4963627:5.14:5,557:138.0:4196689:5.3:28,[554:137.74:3620276:5.46:1
GLD_123119P144,1023:137.06:7038053:7.4:22,1069:137.43:6431697:7.4:0,1069:137.98:8779770:6.25:21,1089:138.56:5194061:6.25:0,1089:138.21:9545221:6.05:2,1089:138.62:5722188:6.05:0,1089:138.76:4963627:6.0:20,1089:138.0:4196689:6.1:37,[1069:137.74:3620276:5.85:10
GLD_123119P145,153:137.06:7038053:8.35:20,165:137.43:6431697:7.75:21,183:137.98:8779770:7.75:0,183:138.56:5194061:7.75:0,183:138.21:9545221:7.75:0,183:138.62:5722188:7.83:7,183:138.76:4963627:6.65:21,184:138.0:4196689:6.8:33,[209:137.74:3620276:6.8:0
GLD_123119P146,71:137.06:7038053:9.05:36,107:137.43:6431697:8.7:10,108:137.98:8779770:8.7:0,108:138.56:5194061:8.7:0,108:138.21:9545221:8.7:0,108:138.62:5722188:8.7:0,108:138.76:4963627:8.7:0,108:138.0:4196689:8.7:0,[108:137.74:3620276:8.25:10
GLD_123119P147,103:137.06:7038053:6.8:0,103:137.43:6431697:6.8:0,103:137.98:8779770:6.8:0,103:138.56:5194061:6.8:0,103:138.21:9545221:6.8:0,103:138.62:5722188:6.8:0,112:138.76:4963627:8.3:0,112:138.0:4196689:9.1:3,[115:137.74:3620276:9.1:0
GLD_112219P142.5,U,U,301:137.98:8779770:5.8:0,301:138.56:5194061:3.85:10,291:138.21:9545221:4.5:20,276:138.62:5722188:3.9:6,276:138.76:4963627:4.0:8,272:138.0:4196689:4.0:0,[258:137.74:3620276:4.6:24
GLD_112919P142.5,U,U,293:137.98:8779770:4.9:0,293:138.56:5194061:3.95:3,295:138.21:9545221:4.46:102,241:138.62:5722188:4.46:0,241:138.76:4963627:4.25:4,241:138.0:4196689:4.5:3,[241:137.74:3620276:4.5:0
GLD_121319P142.5,U,U,30:137.98:8779770:5.7:0,30:138.56:5194061:5.7:0,30:138.21:9545221:4.62:210,79:138.62:5722188:4.62:0,79:138.76:4963627:4.62:0,79:138.0:4196689:4.62:0,[79:137.74:3620276:4.62:0
GLD_122719P142.5,U,U,0:137.98:8779770:0.0:0,0:138.56:5194061:0.0:0,0:138.21:9545221:0.0:0,0:138.62:5722188:0.0:0,0:138.76:4963627:0.0:0,0:138.0:4196689:0.0:0,[0:137.74:3620276:0.0:0
GLD_011720P129,U,U,U,4753:138.56:5194061:0.14:59,4728:138.21:9545221:0.11:2,4727:138.62:5722188:0.12:3,4729:138.76:4963627:0.11:3,4730:138.0:4196689:0.12:26,[4750:137.74:3620276:0.13:4
GLD_011720P130,U,U,U,32576:138.56:5194061:0.16:84,32538:138.21:9545221:0.16:278,32278:138.62:5722188:0.15:204,32180:138.76:4963627:0.13:42,32221:138.0:4196689:0.15:23,[32236:137.74:3620276:0.18:1063
GLD_011720P131,U,U,U,2433:138.56:5194061:0.24:35,2434:138.21:9545221:0.2:5,2438:138.62:5722188:0.21:15,2452:138.76:4963627:0.16:11,2455:138.0:4196689:0.21:28,[2461:137.74:3620276:0.22:1009
GLD_011720P132,U,U,U,3369:138.56:5194061:0.28:3180,5609:138.21:9545221:0.29:3,5622:138.62:5722188:0.28:619,5470:138.76:4963627:0.23:521,5973:138.0:4196689:0.3:140,[6102:137.74:3620276:0.32:97
GLD_011720P133,U,U,U,14295:138.56:5194061:0.4:1875,16043:138.21:9545221:0.4:52,16021:138.62:5722188:0.37:66,14290:138.76:4963627:0.32:1182,15067:138.0:4196689:0.41:45,[15092:137.74:3620276:0.42:323
GLD_011720P134,U,U,U,4861:138.56:5194061:0.53:1536,6240:138.21:9545221:0.56:110,6198:138.62:5722188:0.52:480,6763:138.76:4963627:0.46:27,6767:138.0:4196689:0.56:480,[6774:137.74:3620276:0.6:36
GLD_011720P135,U,U,U,16650:138.56:5194061:0.78:1918,17793:138.21:9545221:0.83:301,17699:138.62:5722188:0.72:179,16382:138.76:4963627:0.65:122,16437:138.0:4196689:0.81:212,[16448:137.74:3620276:0.85:1096
GLD_011720P136,U,U,U,5887:138.56:5194061:1.08:288,5989:138.21:9545221:1.14:1684,6808:138.62:5722188:0.99:103,6822:138.76:4963627:0.92:54,6817:138.0:4196689:1.1:62,[6828:137.74:3620276:1.18:6619
GLD_011720P137,U,U,U,4697:138.56:5194061:1.42:173,4702:138.21:9545221:1.51:76,4733:138.62:5722188:1.34:96,4797:138.76:4963627:1.25:231,4889:138.0:4196689:1.5:13,[4889:137.74:3620276:1.59:4712
GLD_011720P138,U,U,U,4068:138.56:5194061:1.87:157,4085:138.21:9545221:2.01:39,4099:138.62:5722188:1.8:96,4203:138.76:4963627:1.67:1095,4602:138.0:4196689:1.98:274,[4758:137.74:3620276:2.1:244
GLD_011720P139,U,U,U,14324:138.56:5194061:2.32:63,14300:138.21:9545221:2.49:17,14300:138.62:5722188:2.32:241,14429:138.76:4963627:2.2:658,14478:138.0:4196689:2.64:42,[14497:137.74:3620276:2.69:73
GLD_011720P140,U,U,U,16381:138.56:5194061:3.05:108,16381:138.21:9545221:3.22:24,16387:138.62:5722188:2.92:139,16437:138.76:4963627:2.76:17,16441:138.0:4196689:3.23:78,[16432:137.74:3620276:3.34:27
GLD_011720P141,U,U,U,8186:138.56:5194061:3.85:1,8186:138.21:9545221:3.95:120,8263:138.62:5722188:3.65:1,8234:138.76:4963627:3.9:0,8234:138.0:4196689:3.9:0,[8234:137.74:3620276:3.9:0
GLD_011720P142,U,U,U,6237:138.56:5194061:4.37:9,6236:138.21:9545221:4.55:5,6241:138.62:5722188:4.27:1,6150:138.76:4963627:4.29:2,6148:138.0:4196689:4.85:11,[6156:137.74:3620276:4.77:6
GLD_011720P143,U,U,U,23872:138.56:5194061:5.24:18,23870:138.21:9545221:5.49:9,23861:138.62:5722188:5.49:0,23861:138.76:4963627:5.0:0,23861:138.0:4196689:5.7:34,[23885:137.74:3620276:5.7:0
GLD_011720P144,U,U,U,1818:138.56:5194061:6.65:0,1818:138.21:9545221:6.3:6,1824:138.62:5722188:6.0:17,1810:138.76:4963627:6.0:0,1810:138.0:4196689:6.51:3,[1813:137.74:3620276:6.08:20
GLD_011720P145,U,U,U,1299:138.56:5194061:7.3:23,1322:138.21:9545221:7.2:36,1322:138.62:5722188:6.8:29,1333:138.76:4963627:6.72:0,1333:138.0:4196689:6.72:0,[1333:137.74:3620276:6.72:0
GLD_011720P146,U,U,U,524:138.56:5194061:9.31:0,524:138.21:9545221:9.31:0,524:138.62:5722188:9.31:0,524:138.76:4963627:9.31:0,524:138.0:4196689:9.31:0,[524:137.74:3620276:9.31:0
GLD_011720P147,U,U,U,907:138.56:5194061:10.05:0,907:138.21:9545221:10.05:0,907:138.62:5722188:8.86:1,908:138.76:4963627:8.86:0,908:138.0:4196689:8.86:0,[908:137.74:3620276:8.86:0
GLD_011720P148,U,U,U,330:138.56:5194061:10.65:0,330:138.21:9545221:10.65:0,330:138.62:5722188:10.65:0,330:138.76:4963627:10.65:0,330:138.0:4196689:10.65:0,330:137.74:3620276:10.2:2
GLD_112219P143,U,U,U,487:138.56:5194061:6.09:0,487:138.21:9545221:6.09:0,487:138.62:5722188:6.09:0,487:138.76:4963627:4.45:1,278:138.0:4196689:5.15:1,269:137.74:3620276:5.15:46
GLD_112219P143.5,U,U,U,374:138.56:5194061:5.65:0,374:138.21:9545221:5.3:10,384:138.62:5722188:5.3:0,384:138.76:4963627:5.3:0,303:138.0:4196689:5.3:0,269:137.74:3620276:5.3:0
GLD_112919P143,U,U,U,188:138.56:5194061:4.35:10,188:138.21:9545221:4.35:0,188:138.62:5722188:4.35:0,148:138.76:4963627:4.68:2,146:138.0:4196689:4.6:3,149:137.74:3620276:5.2:26
GLD_112919P143.5,U,U,U,270:138.56:5194061:4.8:1,269:138.21:9545221:4.8:0,269:138.62:5722188:4.8:0,269:138.76:4963627:4.85:3,266:138.0:4196689:4.85:0,266:137.74:3620276:4.85:0
GLD_120619P143,U,U,U,51:138.56:5194061:6.4:0,51:138.21:9545221:6.4:0,51:138.62:5722188:6.4:0,51:138.76:4963627:4.8:1,52:138.0:4196689:4.8:0,52:137.74:3620276:4.8:0
GLD_120619P143.5,U,U,U,22:138.56:5194061:5.8:0,22:138.21:9545221:5.8:0,22:138.62:5722188:5.8:0,22:138.76:4963627:4.8:10,22:138.0:4196689:4.8:0,22:137.74:3620276:4.8:0
GLD_121319P143,U,U,U,433:138.56:5194061:5.87:0,433:138.21:9545221:5.06:60,434:138.62:5722188:5.06:0,434:138.76:4963627:4.83:2,436:138.0:4196689:4.95:1,436:137.74:3620276:4.95:0
GLD_121319P143.5,U,U,U,77:138.56:5194061:4.9:0,77:138.21:9545221:4.9:0,77:138.62:5722188:4.9:0,77:138.76:4963627:4.9:0,77:138.0:4196689:4.9:0,77:137.74:3620276:4.9:0
GLD_122019P148,U,U,U,1767:138.56:5194061:9.95:0,1767:138.21:9545221:9.95:0,1767:138.62:5722188:9.95:0,1767:138.76:4963627:9.65:2,1767:138.0:4196689:9.65:0,1767:137.74:3620276:9.65:0
GLD_122719P143,U,U,U,20:138.56:5194061:6.25:0,20:138.21:9545221:6.25:0,20:138.62:5722188:6.25:0,20:138.76:4963627:6.25:0,20:138.0:4196689:6.25:0,20:137.74:3620276:6.25:0
GLD_122719P143.5,U,U,U,3:138.56:5194061:6.01:0,3:138.21:9545221:6.01:0,3:138.62:5722188:6.01:0,3:138.76:4963627:6.01:0,3:138.0:4196689:6.01:0,3:137.74:3620276:6.01:0
GLD_123119P148,U,U,U,242:138.56:5194061:10.8:0,242:138.21:9545221:10.8:0,242:138.62:5722188:10.8:0,242:138.76:4963627:10.8:0,242:138.0:4196689:10.8:0,242:137.74:3620276:9.95:6
GLD_122019P134.5,U,U,U,U,U,0:138.62:5722188:0.0:0,2:138.76:4963627:0.27:10,8:138.0:4196689:0.35:404,[368:137.74:3620276:0.36:20
GLD_122019P135.5,U,U,U,U,U,0:138.62:5722188:0.47:25,33:138.76:4963627:0.41:7,30:138.0:4196689:0.54:2,[32:137.74:3620276:0.6:8
GLD_122019P136.5,U,U,U,U,U,0:138.62:5722188:0.71:12,104:138.76:4963627:0.61:52,146:138.0:4196689:0.85:50,[178:137.74:3620276:0.89:46
GLD_122019P137.5,U,U,U,U,U,0:138.62:5722188:1.05:19,21:138.76:4963627:0.96:19,40:138.0:4196689:1.26:152,[169:137.74:3620276:1.34:32
GLD_122019P138.5,U,U,U,U,U,0:138.62:5722188:1.51:645,1148:138.76:4963627:1.42:85,1210:138.0:4196689:1.79:46,[1252:137.74:3620276:1.86:217
GLD_122019P139.5,U,U,U,U,U,0:138.62:5722188:2.07:96,223:138.76:4963627:1.93:52,274:138.0:4196689:2.35:2,[275:137.74:3620276:2.35:0
GLD_122019P140.5,U,U,U,U,U,0:138.62:5722188:2.76:79,79:138.76:4963627:2.72:5,84:138.0:4196689:3.2:9,[84:137.74:3620276:3.2:0
GLD_122019P141.5,U,U,U,U,U,0:138.62:5722188:3.55:62,65:138.76:4963627:3.75:13,78:138.0:4196689:3.75:0,[78:137.74:3620276:3.75:0
GLD_122019P142.5,U,U,U,U,U,0:138.62:5722188:0.0:0,0:138.76:4963627:4.1:85,84:138.0:4196689:4.1:0,[84:137.74:3620276:4.62:2
GLD_122019P143.5,U,U,U,U,U,0:138.62:5722188:5.25:10,11:138.76:4963627:5.1:0,11:138.0:4196689:5.3:1,11:137.74:3620276:5.3:0
GLD_010320P142,U,U,U,U,U,U,U,0:138.0:4196689:0.0:0,[0:137.74:3620276:0.0:0
GLD_010320P137.5,U,U,U,U,U,U,U,0:138.0:4196689:1.44:1,[1:137.74:3620276:1.44:0
GLD_122019P133.5,U,U,U,U,U,U,U,9:138.0:4196689:0.24:3,[12:137.74:3620276:0.26:29
GLD_010320P141,U,U,U,U,U,U,U,0:138.0:4196689:3.69:2,[2:137.74:3620276:3.56:1
GLD_010320P138,U,U,U,U,U,U,U,0:138.0:4196689:1.72:19,[19:137.74:3620276:1.84:2
GLD_010320P137,U,U,U,U,U,U,U,0:138.0:4196689:0.0:0,[0:137.74:3620276:1.3:50
GLD_010320P134,U,U,U,U,U,U,U,0:138.0:4196689:0.42:2,[2:137.74:3620276:0.42:3
GLD_120619P132,U,U,U,U,U,U,U,12:138.0:4196689:0.05:2,[14:137.74:3620276:0.05:0
